"Data (mm-dd)","Acidente de trânsito","Acidente de trabalho","Eventual suicídio","Eventual homicídio","Outro acidente","Ignorado"
"Jun-17","1","1","0","0","2","1"
"Jun-18","4","0","5","0","1","1"
"Jun-19","3","0","1","0","1","0"
"Jun-20","1","0","2","0","1","0"
"Jun-21","2","0","1","0","0","0"
"Jun-22","1","0","4","1","1","0"
"Jun-23","3","1","2","0","2","0"
"Jun-24","1","0","1","0","1","0"
"Jun-25","1","0","1","0","0","0"
"Jun-26","1","0","2","0","1","0"
"Jun-27","1","0","2","0","1","0"
"Jun-28","2","0","0","0","1","0"
"Jun-29","2","0","3","0","1","0"
"Jun-30","1","1","1","0","1","0"
"Jul-01","2","0","0","0","2","0"
"Jul-02","0","0","1","0","0","0"
"Jul-03","1","0","3","0","3","0"
"Jul-04","2","0","1","0","0","1"
"Jul-05","0","1","1","0","0","0"
"Jul-06","3","0","2","0","0","0"
"Jul-07","0","0","2","0","0","0"
"Jul-08","0","0","2","0","1","0"
"Jul-09","0","0","2","0","2","0"
"Jul-10","2","0","0","0","1","0"
"Jul-11","3","0","1","1","2","0"
"Jul-12","1","0","4","0","2","2"
"Jul-13","1","1","3","0","1","0"
"Jul-14","2","0","3","0","3","0"
"Jul-15","0","0","3","0","0","0"
"Jul-16","1","0","3","0","1","1"
"Jul-17","1","0","1","0","1","0"
"Jul-18","2","0","2","0","2","0"
"Jul-19","2","0","2","0","0","0"
"Jul-20","0","0","2","0","2","0"
"Jul-21","2","0","0","0","1","0"
"Jul-22","2","0","1","0","0","0"
"Jul-23","3","0","1","0","1","0"
"Jul-24","0","0","3","0","0","0"
"Jul-25","1","0","0","0","1","0"
"Jul-26","1","0","1","0","1","0"
"Jul-27","3","2","0","0","1","1"
"Jul-28","1","0","1","0","3","0"
"Jul-29","2","0","1","0","1","0"
"Jul-30","1","0","3","0","1","0"
"Jul-31","0","0","2","0","0","0"
"Ago-01","0","0","4","0","0","0"
"Ago-02","2","0","2","1","1","0"
"Ago-03","1","0","1","0","0","0"
"Ago-04","3","0","3","0","0","0"
"Ago-05","1","0","5","0","0","0"
"Ago-06","2","0","1","0","1","0"
"Ago-07","4","1","1","0","0","2"
"Ago-08","0","0","5","0","2","0"
"Ago-09","2","0","0","0","3","0"
"Ago-10","1","0","2","0","0","0"
"Ago-11","2","0","0","0","0","0"
"Ago-12","1","0","1","0","1","0"
"Ago-13","3","0","0","2","4","2"
"Ago-14","0","0","2","0","4","1"
"Ago-15","2","0","0","0","3","0"
"Ago-16","1","0","0","0","2","0"
"Ago-17","0","1","2","0","1","0"
"Ago-18","1","0","1","0","1","1"
"Ago-19","1","0","0","0","1","1"
"Ago-20","1","0","3","0","0","0"
"Ago-21","2","0","5","0","0","0"
"Ago-22","1","0","2","0","5","1"
"Ago-23","2","0","2","0","0","0"
"Ago-24","0","0","1","0","0","0"
"Ago-25","4","0","0","0","2","0"
"Ago-26","5","0","1","1","2","0"
"Ago-27","2","1","1","0","0","2"
"Ago-28","1","0","2","0","4","0"
"Ago-29","2","0","1","0","1","0"
"Ago-30","0","2","2","0","2","0"
"Ago-31","2","0","2","0","1","0"
"Set-01","1","0","1","0","1","0"
"Set-02","1","0","1","0","1","0"
"Set-03","0","0","2","0","0","0"
"Set-04","1","0","5","0","1","0"
"Set-05","2","1","5","0","0","0"
"Set-06","0","0","1","0","1","0"
"Set-07","0","0","4","0","0","0"
"Set-08","1","0","2","1","2","0"
"Set-09","5","0","2","0","4","0"
"Set-10","0","0","3","2","1","1"
"Set-11","4","0","4","0","2","0"
"Set-12","3","0","3","0","1","0"
"Set-13","4","1","2","1","1","0"
"Set-14","4","0","1","0","2","0"
"Set-15","2","0","1","0","0","1"
"Set-16","0","0","1","0","1","0"
"Set-17","1","0","1","1","0","0"
"Set-18","2","0","4","0","2","0"
"Set-19","2","1","2","0","0","0"
"Set-20","0","0","3","0","3","0"
"Set-21","1","1","4","0","1","0"
"Set-22","1","0","2","0","3","1"
"Set-23","4","0","2","0","2","1"
"Set-24","1","0","2","0","2","0"
"Set-25","0","0","0","0","3","1"
"Set-26","1","1","1","1","5","0"
"Set-27","1","0","0","0","1","0"
"Set-28","0","0","4","0","1","0"
"Set-29","3","0","1","0","1","0"
"Set-30","1","0","0","0","0","0"
"Out-01","1","1","0","0","3","1"
"Out-02","1","1","1","0","1","0"
"Out-03","1","0","4","0","1","1"
"Out-04","1","0","4","0","3","0"
"Out-05","1","0","2","0","1","0"
"Out-06","2","0","3","0","2","0"
"Out-07","2","0","3","0","1","0"
"Out-08","2","0","0","0","0","0"
"Out-09","0","1","1","0","1","0"
"Out-10","2","0","1","0","2","1"
"Out-11","2","0","3","0","0","0"
"Out-12","2","2","2","0","2","0"
"Out-13","1","0","0","0","2","0"
"Out-14","1","0","0","0","2","0"
"Out-15","0","0","1","0","1","0"
"Out-16","1","0","2","0","2","0"
"Out-17","1","0","1","0","2","1"
"Out-18","1","0","1","0","0","0"
"Out-19","2","0","0","0","1","0"
"Out-20","3","0","0","0","0","1"
"Out-21","1","0","1","1","0","0"
"Out-22","2","0","0","0","0","0"
"Out-23","0","0","3","0","3","1"
"Out-24","0","0","0","0","2","0"
"Out-25","2","1","2","0","1","0"
"Out-26","1","1","1","0","2","0"
"Out-27","1","0","1","0","1","0"
"Out-28","0","0","1","0","2","0"
"Out-29","1","0","2","0","3","0"
"Out-30","1","0","3","0","2","0"
"Out-31","2","0","4","0","2","0"
"Nov-01","4","0","2","0","1","0"
"Nov-02","1","1","3","0","1","0"
"Nov-03","2","0","1","0","0","0"
"Nov-04","1","0","0","0","1","0"
"Nov-05","0","0","0","0","0","0"
"Nov-06","2","0","3","0","2","0"
"Nov-07","0","0","1","0","1","0"
"Nov-08","0","0","1","0","2","1"
"Nov-09","1","0","0","0","3","0"
"Nov-10","3","0","1","0","1","0"
"Nov-11","1","0","2","0","0","0"
"Nov-12","0","0","1","0","0","0"
"Nov-13","1","1","0","0","2","0"
"Nov-14","0","0","1","0","3","1"
"Nov-15","0","1","4","1","1","0"
"Nov-16","3","1","1","0","3","0"
"Nov-17","1","0","3","0","3","0"
"Nov-18","1","0","1","0","3","0"
"Nov-19","6","0","1","0","0","0"
"Nov-20","2","0","1","1","1","0"
"Nov-21","1","1","2","0","1","0"
"Nov-22","3","0","2","0","4","0"
"Nov-23","1","0","1","0","0","1"
"Nov-24","0","0","2","0","1","1"
"Nov-25","0","0","0","0","0","1"
"Nov-26","1","0","1","0","0","0"
"Nov-27","0","1","3","0","0","0"
"Nov-28","0","0","2","0","3","0"
"Nov-29","1","1","0","0","0","1"
"Nov-30","1","0","4","0","2","0"
"Dez-01","0","1","0","0","2","0"
"Dez-02","0","0","0","0","1","0"
"Dez-03","3","0","0","0","1","1"
"Dez-04","1","0","0","0","2","1"
"Dez-05","2","0","3","0","1","0"
"Dez-06","0","1","0","0","0","1"
"Dez-07","0","1","3","0","2","1"
"Dez-08","0","0","2","0","1","0"
"Dez-09","3","0","1","0","0","0"
"Dez-10","0","0","0","0","2","0"
"Dez-11","1","0","1","0","2","0"
"Dez-12","0","0","1","0","2","0"
"Dez-13","2","1","0","0","3","0"
"Dez-14","1","0","2","0","2","0"
"Dez-15","2","0","1","0","1","0"
"Dez-16","2","0","2","0","1","0"
"Dez-17","2","0","2","0","3","0"
"Dez-18","2","0","2","0","2","0"
"Dez-19","2","1","1","0","1","0"
"Dez-20","0","0","2","0","2","0"
"Dez-21","1","0","1","0","2","0"
"Dez-22","3","1","0","0","1","0"
"Dez-23","5","0","3","0","2","0"
"Dez-24","0","0","0","0","1","0"
"Dez-25","3","0","1","0","2","0"
"Dez-26","1","0","2","1","2","0"
"Dez-27","0","0","1","0","0","0"
"Dez-28","1","0","2","1","3","1"
"Dez-29","0","0","3","0","2","0"
"Dez-30","1","0","1","1","0","1"
"Dez-31","1","0","1","0","1","0"
