"Data (mm-dd)","Acidente de trânsito","Acidente de trabalho","Eventual suicídio","Eventual homicídio","Outro acidente","Ignorado"
"Mar-05","1","0","0","0","0","0"
"Mar-06","1","0","2","0","0","0"
"Mar-07","0","1","2","0","0","0"
"Mar-08","1","0","1","0","1","0"
"Mar-09","1","1","0","0","2","1"
"Mar-10","1","0","0","0","2","1"
"Mar-11","1","0","3","0","1","0"
"Mar-12","1","0","2","1","0","0"
"Mar-13","0","0","1","0","1","0"
"Mar-14","0","0","0","1","1","0"
"Mar-15","2","0","1","0","0","0"
"Mar-16","1","0","1","0","0","2"
"Mar-17","0","0","3","0","1","1"
"Mar-18","1","0","3","0","2","1"
"Mar-19","0","1","2","0","1","0"
"Mar-20","0","0","2","0","0","1"
"Mar-21","0","0","3","0","1","0"
"Mar-22","1","0","2","0","0","1"
"Mar-23","0","0","0","0","2","0"
"Mar-24","0","0","5","0","1","0"
"Mar-25","0","2","1","0","2","0"
"Mar-26","0","0","0","0","1","0"
"Mar-27","1","1","1","0","1","0"
"Mar-28","0","1","1","0","2","0"
"Mar-29","0","0","2","0","1","0"
"Mar-30","0","0","0","0","2","0"
"Mar-31","0","0","1","0","1","0"
"Abr-01","1","0","2","0","0","0"
"Abr-02","1","1","0","0","0","0"
"Abr-03","0","0","2","0","0","0"
"Abr-04","0","1","1","0","4","0"
"Abr-05","0","0","0","0","0","0"
"Abr-06","0","0","0","0","1","1"
"Abr-07","0","0","4","0","0","2"
"Abr-08","1","0","3","0","1","0"
"Abr-09","0","0","2","0","0","0"
"Abr-10","2","0","0","0","2","1"
"Abr-11","0","0","0","0","1","0"
"Abr-12","2","0","3","1","2","1"
"Abr-13","0","0","0","1","1","2"
"Abr-14","0","0","2","0","1","1"
"Abr-15","0","0","1","0","0","0"
"Abr-16","0","0","1","0","0","1"
"Abr-17","0","0","3","0","2","0"
"Abr-18","1","1","0","0","0","0"
"Abr-19","1","0","0","1","4","0"
"Abr-20","0","0","2","0","1","0"
"Abr-21","0","0","2","0","0","0"
"Abr-22","1","0","1","0","1","0"
"Abr-23","1","1","2","0","2","1"
"Abr-24","2","1","0","0","1","0"
"Abr-25","0","1","0","0","2","0"
"Abr-26","0","0","1","0","1","2"
"Abr-27","2","0","0","0","1","0"
"Abr-28","1","0","0","0","1","2"
"Abr-29","1","0","1","0","5","1"
"Abr-30","1","0","1","0","0","0"
"Mai-01","0","0","1","0","4","0"
"Mai-02","0","1","2","2","1","0"
"Mai-03","0","0","2","0","3","1"
"Mai-04","2","0","3","0","0","0"
"Mai-05","0","0","1","0","3","1"
"Mai-06","1","0","2","0","1","0"
"Mai-07","0","0","3","0","3","0"
"Mai-08","0","0","1","0","0","0"
"Mai-09","3","0","3","0","3","0"
"Mai-10","0","0","1","1","2","1"
"Mai-11","0","0","2","0","1","0"
"Mai-12","1","0","1","0","1","1"
"Mai-13","3","0","2","0","1","1"
"Mai-14","0","0","3","0","0","1"
"Mai-15","1","0","3","1","0","0"
"Mai-16","1","0","0","0","4","0"
"Mai-17","0","0","1","0","1","0"
"Mai-18","0","0","2","0","3","0"
"Mai-19","1","0","3","1","3","0"
"Mai-20","2","1","0","0","1","0"
"Mai-21","1","1","2","0","2","0"
"Mai-22","2","1","2","0","0","1"
"Mai-23","0","0","2","0","0","1"
"Mai-24","1","0","3","0","3","2"
"Mai-25","0","0","2","0","0","0"
"Mai-26","1","0","5","1","3","0"
"Mai-27","0","0","1","0","2","0"
"Mai-28","0","0","0","0","1","0"
"Mai-29","0","0","2","0","1","0"
"Mai-30","0","0","2","0","0","0"
"Mai-31","2","0","2","0","3","0"
"Jun-01","1","0","1","0","1","0"
"Jun-02","0","0","2","0","1","1"
"Jun-03","3","0","0","0","0","0"
"Jun-04","0","0","2","0","3","0"
"Jun-05","1","0","1","0","1","0"
"Jun-06","1","0","1","0","0","1"
"Jun-07","2","0","0","0","0","0"
"Jun-08","0","1","0","0","0","0"
"Jun-09","0","0","0","0","0","0"
"Jun-10","0","0","0","0","0","0"
