"Data (mm-dd)","Acidente de trânsito","Acidente de trabalho","Eventual suicídio","Eventual homicídio","Outro acidente","Ignorado"
"Mar-11","1","0","2","2","2","0"
"Mar-12","0","0","0","0","1","0"
"Mar-13","1","0","2","0","2","0"
"Mar-14","0","0","1","0","1","0"
"Mar-15","1","0","1","0","0","0"
"Mar-16","2","1","0","0","0","1"
"Mar-17","0","0","0","0","2","0"
"Mar-18","0","0","5","0","1","1"
"Mar-19","1","0","1","0","1","0"
"Mar-20","2","3","2","0","1","1"
"Mar-21","0","0","3","0","1","1"
"Mar-22","1","0","1","0","0","0"
"Mar-23","1","1","1","0","0","1"
"Mar-24","1","0","1","0","1","1"
"Mar-25","0","0","1","0","2","0"
"Mar-26","2","0","0","0","0","1"
"Mar-27","0","0","2","0","2","0"
"Mar-28","0","0","1","0","3","0"
"Mar-29","1","0","1","0","1","0"
"Mar-30","0","1","3","0","0","0"
"Mar-31","1","0","1","0","0","0"
"Abr-01","0","0","0","0","1","0"
"Abr-02","1","0","0","0","4","0"
"Abr-03","0","0","0","0","0","0"
"Abr-04","0","1","1","0","0","0"
"Abr-05","0","0","1","0","1","0"
"Abr-06","2","0","1","1","3","0"
"Abr-07","0","0","1","0","0","0"
"Abr-08","1","1","4","0","0","0"
"Abr-09","0","0","3","0","0","0"
"Abr-10","1","0","3","0","2","0"
"Abr-11","1","0","1","0","0","0"
"Abr-12","0","0","3","0","0","0"
"Abr-13","0","0","0","0","1","0"
"Abr-14","0","0","1","0","1","0"
"Abr-15","1","0","6","0","0","0"
"Abr-16","0","0","3","0","1","0"
"Abr-17","0","0","1","0","2","0"
"Abr-18","1","0","1","1","2","1"
"Abr-19","1","0","0","0","0","0"
"Abr-20","0","0","1","0","2","1"
"Abr-21","4","0","0","1","2","0"
"Abr-22","3","1","1","0","2","0"
"Abr-23","0","0","1","1","2","0"
"Abr-24","1","0","2","0","1","0"
"Abr-25","1","0","1","0","2","0"
"Abr-26","4","0","0","0","0","1"
"Abr-27","0","0","2","0","0","1"
"Abr-28","0","0","1","1","1","0"
"Abr-29","0","0","1","0","1","0"
"Abr-30","0","0","0","1","2","0"
"Mai-01","1","0","2","0","0","0"
"Mai-02","2","0","1","0","1","1"
"Mai-03","1","0","2","0","2","1"
"Mai-04","0","0","1","1","1","1"
"Mai-05","1","0","1","0","1","1"
"Mai-06","0","0","2","0","1","0"
"Mai-07","0","3","1","0","1","0"
"Mai-08","0","0","2","0","5","1"
"Mai-09","2","0","3","0","3","0"
"Mai-10","0","0","1","0","1","1"
"Mai-11","1","0","3","0","1","0"
"Mai-12","1","0","3","0","1","0"
"Mai-13","2","0","0","1","0","0"
"Mai-14","2","0","4","0","1","0"
"Mai-15","0","0","3","1","2","0"
"Mai-16","0","0","0","0","1","0"
"Mai-17","0","1","1","0","1","0"
"Mai-18","3","0","1","0","2","0"
"Mai-19","2","0","2","1","1","0"
"Mai-20","1","0","2","0","0","0"
"Mai-21","1","0","2","0","0","0"
"Mai-22","0","1","2","0","0","0"
"Mai-23","2","0","1","0","2","1"
"Mai-24","0","0","2","0","0","1"
"Mai-25","0","0","2","0","1","0"
"Mai-26","0","0","1","0","3","1"
"Mai-27","1","1","1","0","1","0"
"Mai-28","2","0","5","0","1","0"
"Mai-29","3","0","1","0","2","0"
"Mai-30","0","0","1","0","3","1"
"Mai-31","2","0","0","0","1","0"
"Jun-01","2","1","0","0","2","0"
"Jun-02","2","0","0","0","1","0"
"Jun-03","4","0","5","0","1","1"
"Jun-04","0","0","1","0","1","0"
"Jun-05","1","0","1","0","2","0"
"Jun-06","1","0","0","0","0","0"
"Jun-07","0","0","3","0","1","0"
"Jun-08","1","0","1","0","2","0"
"Jun-09","1","0","2","0","0","1"
"Jun-10","1","0","2","0","1","0"
"Jun-11","1","0","2","0","1","0"
"Jun-12","3","1","1","0","1","1"
"Jun-13","1","0","1","1","3","0"
"Jun-14","1","0","0","0","2","0"
"Jun-15","2","0","0","0","2","0"
"Jun-16","1","0","1","0","0","0"
"Jun-17","0","0","2","0","1","0"
"Jun-18","1","0","2","0","0","0"
"Jun-19","2","1","0","0","1","0"
"Jun-20","0","1","1","0","0","0"
"Jun-21","1","0","0","0","1","1"
"Jun-22","1","0","0","0","0","1"
"Jun-23","1","0","0","0","1","0"
"Jun-24","1","0","2","0","1","1"
"Jun-25","0","0","3","0","1","0"
"Jun-26","1","0","6","0","2","0"
"Jun-27","1","1","0","0","0","0"
"Jun-28","1","0","1","0","1","0"
"Jun-29","2","0","1","0","3","1"
"Jun-30","1","0","0","0","1","0"
"Jul-01","2","0","0","0","3","0"
"Jul-02","1","0","1","0","0","0"
"Jul-03","0","0","2","0","1","0"
"Jul-04","0","0","0","0","1","0"
"Jul-05","0","0","1","1","2","1"
"Jul-06","1","0","1","0","1","0"
"Jul-07","0","0","2","0","1","0"
"Jul-08","2","1","1","1","2","0"
"Jul-09","0","0","0","0","1","0"
"Jul-10","0","0","1","0","0","0"
"Jul-11","3","1","0","0","0","0"
"Jul-12","4","0","3","0","1","0"
"Jul-13","0","0","0","0","1","0"
"Jul-14","1","0","0","0","1","0"
"Jul-15","2","0","2","0","0","0"
"Jul-16","1","1","3","0","0","1"
"Jul-17","1","0","3","1","0","0"
"Jul-18","0","0","3","0","0","1"
"Jul-19","2","0","2","0","1","0"
"Jul-20","0","0","0","0","2","0"
"Jul-21","1","0","1","0","1","0"
"Jul-22","0","0","1","0","2","1"
"Jul-23","1","0","0","0","2","0"
"Jul-24","0","0","0","0","1","0"
"Jul-25","1","0","2","1","3","1"
"Jul-26","0","0","1","0","1","0"
"Jul-27","2","0","0","0","0","0"
"Jul-28","5","0","1","1","0","1"
"Jul-29","2","0","2","0","0","0"
"Jul-30","0","1","3","0","1","0"
"Jul-31","0","0","4","0","0","1"
"Ago-01","1","0","1","0","3","0"
"Ago-02","2","1","0","0","1","0"
"Ago-03","2","0","2","0","0","0"
"Ago-04","1","0","1","0","1","1"
"Ago-05","2","0","1","0","1","0"
"Ago-06","1","1","0","0","2","0"
"Ago-07","0","0","2","0","0","0"
"Ago-08","6","0","1","0","2","0"
"Ago-09","0","0","2","0","2","0"
"Ago-10","3","0","1","0","0","0"
"Ago-11","2","0","2","0","3","0"
"Ago-12","2","1","2","0","2","0"
"Ago-13","0","0","0","1","1","0"
"Ago-14","0","0","0","0","0","1"
"Ago-15","3","0","2","0","0","0"
"Ago-16","3","0","2","0","0","1"
"Ago-17","2","0","0","0","3","1"
"Ago-18","1","0","1","0","2","0"
"Ago-19","1","0","1","0","1","0"
"Ago-20","2","0","2","0","1","0"
"Ago-21","1","0","1","0","0","0"
"Ago-22","1","0","0","0","2","0"
"Ago-23","1","0","2","1","0","0"
"Ago-24","1","0","2","0","0","0"
"Ago-25","1","0","1","0","1","0"
"Ago-26","1","0","2","0","0","0"
"Ago-27","0","0","1","1","0","0"
"Ago-28","0","0","0","0","1","0"
"Ago-29","0","0","4","0","3","0"
"Ago-30","1","0","1","0","1","0"
"Ago-31","1","0","3","1","1","0"
"Set-01","1","0","1","0","1","0"
"Set-02","2","0","2","0","0","1"
"Set-03","2","0","0","0","1","1"
"Set-04","2","0","1","0","0","0"
"Set-05","5","0","0","0","0","0"
"Set-06","3","1","1","1","0","0"
"Set-07","0","0","1","0","2","0"
"Set-08","2","0","1","0","0","0"
"Set-09","1","0","1","0","1","0"
"Set-10","0","0","1","0","2","1"
"Set-11","2","0","0","0","1","0"
"Set-12","1","0","0","0","0","0"
"Set-13","1","0","1","0","2","0"
"Set-14","0","0","1","0","2","0"
"Set-15","2","0","0","0","1","0"
"Set-16","3","0","2","0","1","0"
"Set-17","0","0","2","0","2","0"
"Set-18","1","0","1","0","2","0"
"Set-19","0","0","0","0","3","0"
"Set-20","1","1","4","0","2","0"
"Set-21","3","0","0","0","1","0"
"Set-22","1","0","0","0","1","0"
"Set-23","3","0","0","0","1","0"
"Set-24","3","0","0","0","3","0"
"Set-25","2","0","2","0","2","1"
"Set-26","1","1","2","2","1","0"
"Set-27","2","1","2","0","0","0"
"Set-28","2","1","1","0","2","0"
"Set-29","4","0","2","0","3","0"
"Set-30","3","0","1","0","0","0"
"Out-01","0","0","1","0","0","0"
"Out-02","0","0","0","0","0","0"
"Out-03","0","0","3","0","0","0"
"Out-04","1","0","2","0","2","0"
"Out-05","0","0","1","0","0","0"
"Out-06","4","0","0","0","2","0"
"Out-07","0","0","3","0","1","0"
"Out-08","0","1","2","0","1","0"
"Out-09","0","0","3","0","0","0"
"Out-10","2","0","2","0","2","1"
"Out-11","0","1","1","0","1","0"
"Out-12","1","0","0","0","2","0"
"Out-13","1","0","0","0","1","1"
"Out-14","0","0","0","0","0","1"
"Out-15","0","0","1","0","2","0"
"Out-16","3","0","0","0","0","1"
"Out-17","0","0","1","0","2","0"
"Out-18","0","0","3","0","2","0"
"Out-19","1","0","0","0","2","1"
"Out-20","1","0","2","0","2","1"
"Out-21","2","0","3","2","2","0"
"Out-22","1","0","1","0","1","0"
"Out-23","0","0","1","0","1","0"
"Out-24","2","0","2","0","0","0"
"Out-25","1","0","0","0","1","0"
"Out-26","2","0","1","0","2","0"
"Out-27","3","0","1","0","0","3"
"Out-28","0","0","0","0","1","0"
"Out-29","1","0","2","0","1","0"
"Out-30","0","0","2","0","1","0"
"Out-31","1","0","1","0","0","1"
"Nov-01","1","0","2","0","3","1"
"Nov-02","1","0","1","0","1","0"
"Nov-03","3","0","2","0","0","0"
"Nov-04","4","0","1","0","0","0"
"Nov-05","1","0","0","0","0","0"
"Nov-06","1","0","0","0","0","1"
"Nov-07","1","0","2","0","2","0"
"Nov-08","1","0","2","0","1","0"
"Nov-09","1","1","1","0","1","1"
"Nov-10","1","1","1","0","0","0"
"Nov-11","0","0","0","1","1","0"
"Nov-12","0","0","3","0","2","0"
"Nov-13","0","0","2","0","1","0"
"Nov-14","0","0","0","0","1","1"
"Nov-15","1","0","2","0","0","0"
"Nov-16","2","0","0","0","2","0"
"Nov-17","2","1","1","0","1","1"
"Nov-18","2","0","2","0","1","1"
"Nov-19","0","0","1","0","0","0"
"Nov-20","2","1","2","0","1","0"
"Nov-21","1","0","0","0","3","0"
"Nov-22","1","0","2","0","1","0"
"Nov-23","0","0","0","0","0","0"
"Nov-24","1","0","0","0","0","0"
"Nov-25","1","0","0","0","1","1"
"Nov-26","1","0","0","0","1","0"
"Nov-27","0","0","1","0","2","0"
"Nov-28","0","0","1","0","0","0"
"Nov-29","2","0","3","0","1","0"
"Nov-30","1","0","2","0","0","1"
"Dez-01","2","0","1","0","1","0"
"Dez-02","2","0","1","0","1","0"
"Dez-03","3","1","0","0","0","0"
"Dez-04","0","1","1","0","1","0"
"Dez-05","1","0","2","0","2","1"
"Dez-06","4","0","4","0","1","1"
"Dez-07","1","1","1","0","0","0"
"Dez-08","0","0","1","0","2","0"
"Dez-09","2","1","0","0","1","1"
"Dez-10","2","0","3","0","1","1"
"Dez-11","1","0","0","0","1","0"
"Dez-12","0","1","0","0","1","0"
"Dez-13","1","0","2","0","0","0"
"Dez-14","1","0","0","0","2","0"
"Dez-15","3","0","2","0","1","0"
"Dez-16","0","0","1","0","1","0"
"Dez-17","1","0","2","0","0","0"
"Dez-18","0","1","2","0","1","0"
"Dez-19","2","0","3","0","2","0"
"Dez-20","1","0","0","0","0","0"
"Dez-21","0","0","1","0","2","1"
"Dez-22","1","0","1","0","1","1"
"Dez-23","0","0","2","1","0","0"
"Dez-24","2","0","1","0","2","0"
"Dez-25","0","0","0","1","1","1"
"Dez-26","1","1","1","0","1","0"
"Dez-27","0","0","0","1","1","0"
"Dez-28","0","0","1","1","0","1"
"Dez-29","2","0","2","1","2","0"
"Dez-30","2","1","2","0","2","0"
"Dez-31","2","0","2","1","4","0"
